영화제목,에그지수,성별,연령별,감독/등장인물,관람포인트,실관람평개수
제13회 스토리업쇼츠 섹션2. 1인분의 딜레마,0.0,,,,스토리가 탄탄하고 몰입하여 보게 되는 영화,3
제13회 스토리업쇼츠 섹션1. 지구인으로 살아남기,0.0,,,,감독연출가 훌륭하고 몰입하여 보게 되는 영화,3
공백,88.0,"성별예매 분포: 남 43%, 여 57%","연령별예매 분포: 10대 1%, 20대 17%, 30대 35%, 40대 29%, 50대 18%","감독 사이토 타쿠미, 무라카미 준, 사토 지로, 오니시 리쿠, 칸노 미스즈, 마츠오카 마유",배우연기가 메소드급인 몰입하여 보게 되는 영화,614
은하수,0.0,"성별예매 분포: 남 61%, 여 39%","연령별예매 분포: 10대 1%, 20대 7%, 30대 31%, 40대 28%, 50대 33%","감독 최정한, 김지훈, 윤제문, 이시아",배우연기가 메소드급인 감동적인 영화,90
나이트 스윔,65.0,"성별예매 분포: 남 47%, 여 53%","연령별예매 분포: 10대 16%, 20대 26%, 30대 21%, 40대 19%, 50대 17%","감독 브라이스 맥과이어, 케리 콘돈, 개빈 워렌, 아멜리 호펄레, 와이어트 러셀",배우연기가 메소드급인 몰입하여 보게 되는 영화,653
리볼버 릴리,0.0,"성별예매 분포: 남 86%, 여 14%","연령별예매 분포: 10대 0%, 20대 0%, 30대 29%, 40대 50%, 50대 21%","감독 유키사다 이사오, 하세가와 히로키, 아야세 하루카",배우연기가 메소드급인 몰입하여 보게 되는 영화,89
1980,84.0,"성별예매 분포: 남 48%, 여 52%","연령별예매 분포: 10대 1%, 20대 11%, 30대 17%, 40대 31%, 50대 39%","감독 강승용, 김규리, 한수연, 백성현, 강신일",배우연기가 메소드급인 공감되는 영화,1641
에픽하이 20 더 무비,98.0,"성별예매 분포: 남 25%, 여 75%","연령별예매 분포: 10대 1%, 20대 22%, 30대 61%, 40대 9%, 50대 6%",,OST가 명곡인 스트레스가 해소되는 영화,434
탐정 말로,68.0,"성별예매 분포: 남 49%, 여 51%","연령별예매 분포: 10대 1%, 20대 10%, 30대 23%, 40대 29%, 50대 38%","감독 닐 조던, 다이앤 크루거, 제시카 랭, 리암 니슨",배우연기가 메소드급인 몰입하여 보게 되는 영화,3401
유미의 세포들 더 무비,93.0,"성별예매 분포: 남 41%, 여 59%","연령별예매 분포: 10대 2%, 20대 17%, 30대 27%, 40대 29%, 50대 25%","감독 김다희, 신범식, 윤아영, 엄상현, 박지윤",영상미가 뛰어나고 유쾌한 영화,4585
창가의 토토,95.0,"성별예매 분포: 남 49%, 여 51%","연령별예매 분포: 10대 2%, 20대 17%, 30대 26%, 40대 34%, 50대 21%","감독 야쿠와 신노스케, 야쿠쇼 코지, 오구리 슌, 오노 리리아나, 박지윤",영상미가 뛰어나고 감동적인 영화,437
바람의 세월,99.0,"성별예매 분포: 남 36%, 여 64%","연령별예매 분포: 10대 1%, 20대 11%, 30대 20%, 40대 34%, 50대 34%","감독 문종택, 감독 김환태",스토리가 탄탄하고 공감되는 영화,142
"프란체스코, 신의 어릿광대",,,,"알도 파브리지, 감독 로베르토 로셀리니",,0
미카엘,,"성별예매 분포: 남 0%, 여 0%","연령별예매 분포: 10대 0%, 20대 0%, 30대 0%, 40대 0%, 50대 0%","감독 이브 몽마외르, 이자벨 위페르, 줄리엣 비노쉬, 미카엘 하네케",,0
다시 김대중-함께 합시다,0.0,"성별예매 분포: 남 83%, 여 17%","연령별예매 분포: 10대 0%, 20대 8%, 30대 25%, 40대 33%, 50대 33%","감독 김진홍, 문성근, 장영달, 유시민, 함세웅",스토리가 탄탄하고 몰입하여 보게 되는 영화,33
마더스,0.0,"성별예매 분포: 남 33%, 여 67%","연령별예매 분포: 10대 1%, 20대 33%, 30대 32%, 40대 26%, 50대 8%","감독 앤 폰테인, 로빈 라이트, 제임스 프레체빌, 자비에르 사무엘, 나오미 왓츠",배우연기가 메소드급인 몰입하여 보게 되는 영화,1100
잠행,0.0,"성별예매 분포: 남 68%, 여 32%","연령별예매 분포: 10대 0%, 20대 11%, 30대 21%, 40대 11%, 50대 57%","감독 관지요, 유덕화, 펑위옌, 임가동, 임달화",배우연기가 메소드급인 몰입하여 보게 되는 영화,8
드림쏭3,0.0,"성별예매 분포: 남 38%, 여 62%","연령별예매 분포: 10대 1%, 20대 3%, 30대 31%, 40대 58%, 50대 8%","감독 앤서니 벨, 정성원, 김소희(1), 정해은, 김용",OST가 명곡인 유쾌한 영화,25
쿵푸팬더4,92.0,,"연령별예매 분포: 10대 3%, 20대 19%, 30대 22%, 40대 44%, 50대 12%","감독 마이크 미첼, 감독 스테파니 스티네, 더스틴 호프만, 아콰피나, 잭 블랙",영상미가 뛰어나고 유쾌한 영화,10300
기동전사 건담 시드 프리덤,88.0,"성별예매 분포: 남 77%, 여 23%","연령별예매 분포: 10대 2%, 20대 20%, 30대 48%, 40대 21%, 50대 8%","감독 후쿠다 미츠오, 타나카 리에, 호시 소이치로, 이시다 아키라",영상미가 뛰어나고 몰입하여 보게 되는 영화,2127
춤추는 동물원,,"성별예매 분포: 남 0%, 여 0%","연령별예매 분포: 10대 0%, 20대 0%, 30대 0%, 40대 0%, 50대 0%","감독 김효정(1), 몬구, 한희정, 감독 박성용",OST가 명곡인 몰입하여 보게 되는 영화,8
어게인 1997,77.0,"성별예매 분포: 남 47%, 여 53%","연령별예매 분포: 10대 2%, 20대 12%, 30대 23%, 40대 31%, 50대 32%","감독 신승훈, 박철민, 김다현, 최희승, 조병규",배우연기가 메소드급인 몰입하여 보게 되는 영화,1247
터칭 더 보이드,,"성별예매 분포: 남 0%, 여 0%","연령별예매 분포: 10대 0%, 20대 0%, 30대 0%, 40대 0%, 50대 0%","감독 케빈 맥도널드, 리차드 호킹, 니콜라스 아론",배우연기가 메소드급인 몰입하여 보게 되는 영화,0
장안삼만리,0.0,,,감독 사군위,스토리가 탄탄하고 몰입하여 보게 되는 영화,2
골드핑거,80.0,"성별예매 분포: 남 53%, 여 47%","연령별예매 분포: 10대 1%, 20대 9%, 30대 26%, 40대 30%, 50대 34%","감독 장문강, 임달화, 유덕화, 양조위",배우연기가 메소드급인 몰입하여 보게 되는 영화,1741
애정신화,,,,감독 소예휘,,0
신 가면라이더,78.0,"성별예매 분포: 남 62%, 여 38%","연령별예매 분포: 10대 3%, 20대 16%, 30대 24%, 40대 28%, 50대 30%","감독 안노 히데아키, 에모토 타스쿠, 하마베 미나미, 사이토 타쿠미, 이케마츠 소스케",배우연기가 메소드급인 몰입하여 보게 되는 영화,1985
모르는 이야기,72.0,"성별예매 분포: 남 58%, 여 42%","연령별예매 분포: 10대 0%, 20대 16%, 30대 29%, 40대 27%, 50대 29%","감독 양근영, 김대건, 정하담",배우연기가 메소드급인 몰입하여 보게 되는 영화,110
잔 뒤 바리,0.0,"성별예매 분포: 남 37%, 여 63%","연령별예매 분포: 10대 0%, 20대 8%, 30대 31%, 40대 21%, 50대 40%","감독 마이웬 르 베스코, 마이웬 르 베스코, 조니 뎁",영상미가 뛰어나고 몰입하여 보게 되는 영화,66
그날의 딸들,0.0,"성별예매 분포: 남 66%, 여 34%","연령별예매 분포: 10대 0%, 20대 19%, 30대 19%, 40대 22%, 50대 41%",감독 고훈(감독),스토리가 탄탄하고 공감되는 영화,11
인생로불숙,0.0,,,감독 역소성,배우연기가 메소드급인 유쾌한 영화,2
비치인생1,,,,감독 한한,,0
시크릿,0.0,"성별예매 분포: 남 0%, 여 0%","연령별예매 분포: 10대 0%, 20대 0%, 30대 0%, 40대 0%, 50대 0%","감독 뱅상 뻬레, 올리비아 썰비, 데이비드 듀코브니",배우연기가 메소드급인 몰입하여 보게 되는 영화,0
비치인생2,,,,감독 한한,,0
에스파: 월드 투어 인 시네마,96.0,"성별예매 분포: 남 45%, 여 55%","연령별예매 분포: 10대 8%, 20대 35%, 30대 32%, 40대 16%, 50대 8%","감독 김하민, 감독 오윤동",영상미가 뛰어나고 영감을 주는 영화,431
유희왕,0.0,"성별예매 분포: 남 0%, 여 0%","연령별예매 분포: 10대 0%, 20대 0%, 30대 0%, 40대 0%, 50대 0%",감독 타케시타 켄이치,스토리가 탄탄하고 몰입하여 보게 되는 영화,126
스턴트맨,93.0,"성별예매 분포: 남 57%, 여 43%","연령별예매 분포: 10대 2%, 20대 18%, 30대 30%, 40대 27%, 50대 22%","감독 데이빗 레이치, 라이언 고슬링, 애런 존슨, 해나 워딩엄, 에밀리 블런트",배우연기가 메소드급인 기분이 좋아지는 영화,6900
슈가│어거스트 디 투어 ‘디-데이’ 더 무비,98.0,"성별예매 분포: 남 6%, 여 94%","연령별예매 분포: 10대 4%, 20대 19%, 30대 32%, 40대 31%, 50대 14%","슈가, 감독 박준수",영상미가 뛰어나고 몰입하여 보게 되는 영화,1562
고스트버스터즈: 오싹한 뉴욕,77.0,"성별예매 분포: 남 56%, 여 44%","연령별예매 분포: 10대 1%, 20대 11%, 30대 24%, 40대 36%, 50대 28%","감독 길 키넌, 빌 머레이, 댄 애크로이드, 맥케나 그레이스, 어니 허드슨",영상미가 뛰어나고 스트레스가 해소되는 영화,2785
세 가지 안부,,"성별예매 분포: 남 15%, 여 85%","연령별예매 분포: 10대 0%, 20대 49%, 30대 36%, 40대 8%, 50대 8%","감독 주현숙, 감독 한영희, 감독 오지수",,0
범죄도시4,92.0,,,"감독 허명행, 박지환, 이동휘, 마동석, 김무열",,0
챌린저스,94.0,"성별예매 분포: 남 35%, 여 65%","연령별예매 분포: 10대 1%, 20대 32%, 30대 35%, 40대 17%, 50대 10%","감독 루카 구아다니노, 마이크 파이스트, 조쉬 오코너, 젠데이아 콜먼",배우연기가 메소드급인 몰입하여 보게 되는 영화,4296
여행자의 필요,88.0,"성별예매 분포: 남 60%, 여 40%","연령별예매 분포: 10대 1%, 20대 27%, 30대 30%, 40대 21%, 50대 22%","감독 홍상수, 권해효, 이자벨 위페르, 김승윤, 조윤희",배우연기가 메소드급인 몰입하여 보게 되는 영화,428
아서,0.0,,,"감독 마크 포스터, 조니 뎁, 닉 로우드, 케이트 윈슬렛, 줄리 크리스티",배우연기가 메소드급인 몰입하여 보게 되는 영화,250
노벰버,0.0,,,"감독 패트 오코너, 키아누 리브스, 로렌 그레이엄, 제이슨 아이삭스, 리암 에이켄, 샤를리즈 테론",배우연기가 메소드급인 몰입하여 보게 되는 영화,0
올 더 네임즈 오브 갓,0.0,"성별예매 분포: 남 76%, 여 24%","연령별예매 분포: 10대 0%, 20대 4%, 30대 32%, 40대 36%, 50대 28%","감독 다니엘 칼파소로, 인마 쿠에스타, 루이스 토사",배우연기가 메소드급인 몰입하여 보게 되는 영화,74
몬스터 프렌즈,93.0,"성별예매 분포: 남 47%, 여 53%","연령별예매 분포: 10대 1%, 20대 5%, 30대 23%, 40대 37%, 50대 13%",감독 로레나 아레스,스토리가 탄탄하고 영감을 주는 영화,1130
브레이브 온 파이어,0.0,"성별예매 분포: 남 95%, 여 5%","연령별예매 분포: 10대 3%, 20대 3%, 30대 30%, 40대 32%, 50대 32%","감독 피터 파시넬리, 감독 닉 라이온, 애슐리 포셰, 애셔 앤젤, 피오나 듀리프, 피터 파시넬리",스토리가 탄탄하고 몰입하여 보게 되는 영화,16
청춘 18X2 너에게로 이어지는 길,0.0,"성별예매 분포: 남 17%, 여 83%","연령별예매 분포: 10대 8%, 20대 35%, 30대 35%, 40대 17%, 50대 5%","감독 후지이 미치히토, 키요하라 카야, 허광한",영상미가 뛰어나고 몰입하여 보게 되는 영화,6
좋아서 만든 영화,,"성별예매 분포: 남 0%, 여 0%","연령별예매 분포: 10대 0%, 20대 0%, 30대 0%, 40대 0%, 50대 0%","감독 고달우, 감독 김모모, 안복진, 손현, 조준호",배우연기가 메소드급인 몰입하여 보게 되는 영화,4
"낸 골딘, 모든 아름다움과 유혈사태",91.0,"성별예매 분포: 남 42%, 여 58%","연령별예매 분포: 10대 2%, 20대 23%, 30대 32%, 40대 20%, 50대 23%","낸 골딘, 감독 로라 포이트라스",스토리가 탄탄하고 몰입하여 보게 되는 영화,361
보티첼리. 피렌체와 메디치,0.0,"성별예매 분포: 남 28%, 여 72%","연령별예매 분포: 10대 0%, 20대 4%, 30대 15%, 40대 24%, 50대 57%","감독 마르코 피아니자니, 케이트 브라이언, 에밀리오 푸조니",영상미가 뛰어나고 몰입하여 보게 되는 영화,28
악마와의 토크쇼,90.0,"성별예매 분포: 남 49%, 여 51%","연령별예매 분포: 10대 2%, 20대 27%, 30대 36%, 40대 18%, 50대 16%","감독 캐머런 케언즈, 감독 콜린 케언즈, 이안 블리스, 데이빗 다스트말치안, 리스 오테리",배우연기가 메소드급인 몰입하여 보게 되는 영화,7002
프리실라,0.0,"성별예매 분포: 남 42%, 여 58%","연령별예매 분포: 10대 1%, 20대 47%, 30대 33%, 40대 12%, 50대 8%","감독 소피아 코폴라, 제이콥 엘로디, 케일리 스패니",영상미가 뛰어나고 몰입하여 보게 되는 영화,24
캣퍼슨,0.0,"성별예매 분포: 남 44%, 여 56%","연령별예매 분포: 10대 0%, 20대 21%, 30대 41%, 40대 22%, 50대 16%","감독 수잔나 포겔, 에밀리아 존스, 니콜라스 브라운",배우연기가 메소드급인 몰입하여 보게 되는 영화,28
LTNS,0.0,"성별예매 분포: 남 33%, 여 67%","연령별예매 분포: 10대 0%, 20대 39%, 30대 38%, 40대 16%, 50대 7%","감독 임대형, 안재홍, 이솜, 감독 전고운",배우연기가 메소드급인 몰입하여 보게 되는 영화,24
그녀가 죽었다,94.0,,"연령별예매 분포: 10대 6%, 20대 28%, 30대 29%, 40대 19%, 50대 17%","감독 김세휘, 이엘, 신혜선, 변요한",배우연기가 메소드급인 몰입하여 보게 되는 영화,0
도뷔시,0.0,"성별예매 분포: 남 65%, 여 35%","연령별예매 분포: 10대 0%, 20대 0%, 30대 35%, 40대 18%, 50대 47%","감독 올레스 사닌, 다리아 플라흐티, 세르게이 스트렐니코프",배우연기가 메소드급인 몰입하여 보게 되는 영화,84
극장판 하이큐!! 쓰레기장의 결전,95.0,,,감독 미츠나카 스스무,스토리가 탄탄하고 몰입하여 보게 되는 영화,9416
가필드 더 무비,94.0,"성별예매 분포: 남 40%, 여 60%","연령별예매 분포: 10대 2%, 20대 9%, 30대 25%, 40대 43%, 50대 20%","감독 마크 딘달, 니콜라스 홀트, 크리스 프랫, 사무엘 L. 잭슨",스토리가 탄탄하고 유쾌한 영화,6317
핸섬가이즈,93.0,,,"감독 남동협, 공승연, 강기둥, 김도훈, 박경혜",배우연기가 메소드급인 유쾌한 영화,0
블랙아웃,74.0,"성별예매 분포: 남 69%, 여 31%","연령별예매 분포: 10대 0%, 20대 13%, 30대 25%, 40대 31%, 50대 31%","감독 예고르 바라노프, 알렉세이 차도프, 옐레나 랴도바, 콘스탄틴 라브로넨코, 피요트르 피오도로프",영상미가 뛰어나고 몰입하여 보게 되는 영화,200
성냥팔이 소녀의 재림,0.0,,,"감독 장선우, 현성, 진싱, 임은경, 김진표",영상미가 뛰어나고 몰입하여 보게 되는 영화,0
디피컬트,92.0,"성별예매 분포: 남 48%, 여 52%","연령별예매 분포: 10대 0%, 20대 15%, 30대 32%, 40대 25%, 50대 27%","감독 올리비에르 나카체, 감독 에릭 토레다노, 노에미 메를랑, 피오 마르마이, 조나단 코헨, 마티유 아말릭",배우연기가 메소드급인 유쾌한 영화,289
아침이 오면 공허해진다,93.0,"성별예매 분포: 남 65%, 여 35%","연령별예매 분포: 10대 1%, 20대 22%, 30대 36%, 40대 23%, 50대 17%","감독 이시바시 유호, 이모우 하루카, 카라타 에리카",배우연기가 메소드급인 공감되는 영화,235
홍길동의 후예,0.0,,,"감독 정용기, 이범수, 김수로, 김자옥, 장기범",배우연기가 메소드급인 유쾌한 영화,403
목화솜 피는 날,98.0,"성별예매 분포: 남 48%, 여 52%","연령별예매 분포: 10대 0%, 20대 12%, 30대 22%, 40대 36%, 50대 30%","감독 신경수, 박원상, 최덕문, 박서연, 이지원(배우)",배우연기가 메소드급인 몰입하여 보게 되는 영화,161
내 손끝에 너의 온도가 닿을 때,95.0,"성별예매 분포: 남 4%, 여 96%","연령별예매 분포: 10대 2%, 20대 26%, 30대 43%, 40대 24%, 50대 5%",,배우연기가 메소드급인 몰입하여 보게 되는 영화,388
설계자,64.0,,"연령별예매 분포: 10대 2%, 20대 19%, 30대 27%, 40대 27%, 50대 26%","감독 이요섭, 이미숙, 강동원, 이무생, 탕준상",배우연기가 메소드급인 몰입하여 보게 되는 영화,12233
드림 시나리오,90.0,"성별예매 분포: 남 52%, 여 48%","연령별예매 분포: 10대 1%, 20대 18%, 30대 30%, 40대 25%, 50대 26%","감독 크리스토퍼 보글리, 니콜라스 케이지, 릴리 버드, 마이클 세라, 줄리안 니콜슨",배우연기가 메소드급인 몰입하여 보게 되는 영화,1912
썸웨어,92.0,"성별예매 분포: 남 37%, 여 63%","연령별예매 분포: 10대 0%, 20대 17%, 30대 37%, 40대 27%, 50대 19%","감독 세드릭 클라피쉬, 프랑수와 베를레앙, 프랑수아 시빌, 카밀 코탄, 아나 지라르도, 시몬 압카리언",배우연기가 메소드급인 공감되는 영화,395
별처럼 빛나는 너에게 더무비-일섬일섬량성성,85.0,"성별예매 분포: 남 42%, 여 58%","연령별예매 분포: 10대 4%, 20대 23%, 30대 26%, 40대 26%, 50대 21%","감독 진소명, 장가녕, 굴초소, 감독 장반",배우연기가 메소드급인 몰입하여 보게 되는 영화,1148
