영화제목,에그지수,관람포인트,실관람평개수,감독1,감독2,감독3,감독4,감독5,배우1,배우2,배우3,배우4,배우5,배우6,남자,여자,10대,20대,30대,40대,50대
팔로우,57.0,스토리가 탄탄하고 몰입하여 보게 되는 영화,1208,데이빗 로버트 밋첼,,,,,마이카 먼로,제이크 웨어리,다니엘 조바터,키어 길크리스,,,51,49,0,45,37,13,4
드래곤 블레이드,67.0,영상미가 뛰어나고 몰입하여 보게 되는 영화,713,이인항,,,,,존 쿠삭,최시원,성룡,애드리언 브로디,,,58,42,1,18,30,35,16
멍청이,89.0,배우연기가 메소드급인 공감되는 영화,120,이반 아탈,,,,,벤 아탈,이반 아탈,샤를로뜨 갱스부르,,,,42,58,1,14,27,26,32
파울볼,84.0,스토리가 탄탄하고 몰입하여 보게 되는 영화,724,조정래,,,,,조진웅,,,,,,54,46,0,25,44,25,6
인서전트,73.0,스토리가 탄탄하고 몰입하여 보게 되는 영화,5810,로베르트 슈벤트케,,,,,케이트 윈슬렛,나오미 왓츠,매기 큐,대니얼 대 킴,쉐일린 우들리,,47,53,2,31,33,25,9
4월,94.0,영상미가 뛰어나고 설렘이 가득한 영화,411,이와이 슌지,,,,,다나베 세이치,마츠 다카코,,,,,43,57,0,36,39,16,8
송 원,71.0,OST가 명곡인 몰입하여 보게 되는 영화,1262,케이트 베커-플로이랜드,,,,,자니 플린,앤 해서웨이,,,,,36,64,1,37,38,16,9
한 번 더 해피엔딩,83.0,배우연기가 메소드급인 감동적인 영화,1071,마크 로렌스,,,,,마리사 토메이,휴 그랜트,,,,,33,67,0,28,40,22,10
코블러,63.0,스토리가 탄탄하고 공감되는 영화,973,토마스 맥카시,,,,,더스틴 호프만,스티브 부세미,아담 샌들러,,,,42,58,1,40,36,16,7
조디악,96.0,배우연기가 메소드급인 몰입하여 보게 되는 영화,975,데이빗 핀처,,,,,마크 러팔로,제이크 질렌할,,,,,52,48,1,35,35,16,13
약장수,70.0,배우연기가 메소드급인 몰입하여 보게 되는 영화,806,조치언,,,,,이주실,박철민,김인권,,,,47,53,1,28,34,25,13
위대한 독재자,97.0,배우연기가 메소드급인 몰입하여 보게 되는 영화,345,찰리 채플린,,,,,잭 오키,파울레트 고다르,찰리 채플린,,,,51,49,1,31,30,18,20
더 건맨,61.0,배우연기가 메소드급인 몰입하여 보게 되는 영화,2240,피에르 모렐,,,,,숀 펜,이드리스 엘바,하비에르 바르뎀,마크 라이런스,,,57,43,0,23,32,28,17
일로 일로,97.0,배우연기가 메소드급인 몰입하여 보게 되는 영화,117,안소니 첸,,,,,,,,,,,54,46,1,11,36,26,26
다이노 타임,85.0,스토리가 탄탄하고 상상력을 자극하는 영화,1752,최윤석,존 카프카,,,,윌리엄 볼드윈,롭 슈나이더,멜라니 그리피스,,,,33,68,0,3,61,34,1
쇼생크 탈출,99.0,스토리가 탄탄하고 몰입하여 보게 되는 영화,1127,프랭크 다라본트,,,,,팀 로빈스,모건 프리먼,,,,,38,62,3,47,31,12,7
트래쉬,98.0,스토리가 탄탄하고 몰입하여 보게 되는 영화,931,스티븐 달드리,,,,,마틴 쉰,가브리엘 와인스타인,릭슨 테베즈,에두아르도 루이스,,,38,62,1,31,33,23,12
연애의 맛,64.0,배우연기가 메소드급인 유쾌한 영화,3504,김아론,,,,,오지호,하주희,김민교,강예원,,,45,55,0,50,30,14,7
기생수 파트2,79.0,스토리가 탄탄하고 몰입하여 보게 되는 영화,2124,야마자키 다카시,,,,,후카츠 에리,아사노 타다노부,하시모토 아이,아베 사다오,키타무라 카즈키,,57,43,0,48,36,12,4
더 원더스,95.0,배우연기가 메소드급인 몰입하여 보게 되는 영화,623,알리체 로르바케르,,,,,마리아 알렉산드라 룽구,,,,,,47,53,1,23,33,21,21
브루클린,94.0,배우연기가 메소드급인 감동적인 영화,2117,리처드 론크레인,,,,,모건 프리먼,클레어 반 더 붐,신시아 닉슨,다이안 키튼,,,32,68,1,24,33,20,23
님포매니악 감독판 볼륨1,94.0,배우연기가 메소드급인 몰입하여 보게 되는 영화,293,라스 폰 트리에,,,,,,,,,,,68,32,0,33,28,19,19
오명,98.0,감독연출가 훌륭하고 몰입하여 보게 되는 영화,712,알프레드 히치콕,,,,,캐리 그랜트,잉그리드 버그만,,,,,42,58,1,33,31,19,16
트립 투 이탈리아,75.0,영상미가 뛰어나고 기분이 좋아지는 영화,1239,마이클 윈터바텀,,,,,스티브 쿠건,롭 브라이든,레베카 존슨,로지 펠너,마르타 바리오,,28,72,1,30,40,18,12
님포매니악 감독판 볼륨2,92.0,배우연기가 메소드급인 몰입하여 보게 되는 영화,273,라스 폰 트리에,,,,,,,,,,,70,30,0,32,26,20,22
네이든,91.0,배우연기가 메소드급인 감동적인 영화,646,모건 매튜스,,,,,에이사 버터필드,라프 스팰,샐리 호킨스,,,,33,67,1,35,34,20,10
셀마,92.0,스토리가 탄탄하고 몰입하여 보게 되는 영화,917,에바 두버네이,,,,,카르멘 에조고,데이빗 오예로워,톰 윌킨슨,,,,43,57,1,39,32,17,11
차일드 44,68.0,배우연기가 메소드급인 몰입하여 보게 되는 영화,554,다니엘 에스피노사,,,,,게리 올드만,누미 라파스,톰 하디,조엘 킨나만,,,37,63,0,39,34,17,10
거친 녀석들,98.0,배우연기가 메소드급인 몰입하여 보게 되는 영화,846,쿠엔틴 타란티노,,,,,오거스트 딜,제던 버크하드,재키 이도,비제이 노박,,,46,54,0,43,33,12,11
러덜리스,93.0,OST가 명곡인 감동적인 영화,4724,윌리엄 H. 머시,,,,,셀레나 고메즈,안톤 옐친,빌리 크루덥,,,,34,66,2,43,31,15,9
나의 절친 악당들,52.0,배우연기가 메소드급인 몰입하여 보게 되는 영화,2687,임상수,,,,,정원중,류승범,김주혁,샘 오취리,,,55,45,0,45,33,15,7
"알로, 슈티",99.0,스토리가 탄탄하고 몰입하여 보게 되는 영화,592,대니 분,,,,,대니 분,조 펠릭스,안네 마리빈,카드 므라드,,,25,75,0,44,32,15,8
미라클 벨리에,94.0,OST가 명곡인 감동적인 영화,4980,에릭 라티고,,,,,카린 비아르,루안 에머라,프랑소아 다미앙,에릭 엘모스니노,,,33,67,1,30,34,24,11
19곰 테드 2,75.0,배우연기가 메소드급인 스트레스가 해소되는 영화,4065,세스 맥팔레인,,,,,모건 프리먼,세스 맥팔레인,리암 니슨,아만다 사이프리드,,,49,51,0,60,30,6,4
디렉터스 컷,98.0,배우연기가 메소드급인 몰입하여 보게 되는 영화,688,볼프강 페터젠,,,,,피터 오툴,줄리 크리스티,브라이언 콕스,세프론 버로우스,,,47,53,0,29,37,18,15
숀더쉽,93.0,영상미가 뛰어나고 유쾌한 영화,933,리처드 스타잭,마크 버튼,,,,,,,,,,31,69,1,10,49,38,2
다크 플레이스,63.0,배우연기가 메소드급인 몰입하여 보게 되는 영화,2199,질스 파겟 브레너,,,,,니콜라스 홀트,클로이 모레츠,샤를리즈 테론,,,,38,62,0,40,36,17,7
마사의 부엌,91.0,배우연기가 메소드급인 몰입하여 보게 되는 영화,106,,,,,,마르티나 게덱,세르지오 카스텔리토,,,,,33,67,0,19,34,27,19
본 얼티메이텀,99.0,배우연기가 메소드급인 몰입하여 보게 되는 영화,1173,폴 그린그래스,,,,,맷 데이먼,,,,,,40,60,9,50,28,9,4
대니 콜린스,91.0,배우연기가 메소드급인 감동적인 영화,3219,댄 포겔먼,,,,,아네트 베닝,바비 카나베일,제니퍼 가너,알 파치노,,,41,59,1,32,33,22,13
오피스,63.0,배우연기가 메소드급인 긴장을 늦출 수 없는 영화,7873,홍원찬,,,,,김의성,배성우,고아성,박성웅,,,41,59,5,49,26,15,6
어느 하녀의 일기,58.0,배우연기가 메소드급인 몰입하여 보게 되는 영화,782,브누와 쟉꼬,,,,,레아 세이두,뱅상 랭동,,,,,27,73,0,39,30,17,12
헌트,99.0,배우연기가 메소드급인 몰입하여 보게 되는 영화,1075,토마스 빈터베르그,,,,,매즈 미켈슨,,,,,,39,61,1,35,38,18,9
무민 더 무비,68.0,영상미가 뛰어나고 몰입하여 보게 되는 영화,294,자비에르 피카드,,,,,김경희,나다니엘 파커,최하나,곽윤상,,,23,77,3,27,39,29,3
봄 이야기,97.0,감독연출가 훌륭하고 몰입하여 보게 되는 영화,143,에릭 로메르,,,,,플로랑스 다렐,안느 테세드르,,,,,45,55,1,27,31,19,21
칠드런 오브 맨,93.0,감독연출가 훌륭하고 몰입하여 보게 되는 영화,3336,알폰소 쿠아론,,,,,클라이브 오웬,마이클 케인,줄리안 무어,,,,42,59,1,36,35,19,9
터닝메카드,95.0,스토리가 탄탄하고 상상력을 자극하는 영화,4672,홍헌표,,,,,,,,,,,31,69,0,2,55,41,2
치외법권,72.0,배우연기가 메소드급인 스트레스가 해소되는 영화,5577,신재호,,,,,임창정,최다니엘,임은경,장광,,,48,52,2,36,30,22,9
아메리칸 울트라,62.0,배우연기가 메소드급인 스트레스가 해소되는 영화,6345,니마 누리자데,,,,,존 레귀자모,제시 아이젠버그,코니 브리튼,토퍼 그레이스,,,50,50,0,46,34,14,6
갤로우즈,61.0,감독연출가 훌륭하고 긴장을 늦출 수 없는 영화,1227,트래비스 클러프,크리스 로핑,,,,트래비스 클러프,라이언 슈스,파이퍼 브라운,,,,43,57,10,61,14,12,4
춘희막이,82.0,스토리가 탄탄하고 몰입하여 보게 되는 영화,702,박혁지,,,,,최막이,김춘희,,,,,24,76,1,42,29,19,9
어바웃 리키,77.0,배우연기가 메소드급인 몰입하여 보게 되는 영화,396,조나단 드미,,,,,케빈 클라인,릭 스프링필드,마미 검머,메릴 스트립,,,24,76,1,27,28,26,18
시티즌포,85.0,스토리가 탄탄하고 몰입하여 보게 되는 영화,291,로라 포이트라스,,,,,에드워드 스노든,,,,,,42,58,1,37,36,17,8
바바둑,87.0,배우연기가 메소드급인 몰입하여 보게 되는 영화,48,제니퍼 켄트,,,,,노아 와이즈만,에시 데이비스,,,,,67,33,2,27,37,19,15
스트레이트 아웃 오브 컴턴,92.0,OST가 명곡인 몰입하여 보게 되는 영화,2071,F. 게리 그레이,,,,,폴 지아마티,알디스 호지,닐 브라운 주니어,코리 호킨스,,,58,42,0,43,44,9,4
칼릴 지브란의 예언자,81.0,영상미가 뛰어나고 몰입하여 보게 되는 영화,467,로저 알러스,,,,,리암 니슨,쿠벤자네 왈리스,존 크래신스키,셀마 헤이엑,,,28,72,1,32,35,22,10
에베레스트,78.0,영상미가 뛰어나고 감동적인 영화,6381,발타자르 코루마쿠르,,,,,조슈 브롤린,샘 워싱턴,제이크 질렌할,제이슨 클락,키이라 나이틀리,,55,45,2,26,35,26,12
비커밍 제인,97.0,배우연기가 메소드급인 감동적인 영화,744,줄리안 재롤드,,,,,제임스 맥어보이,앤 해서웨이,,,,,27,73,1,33,34,17,16
슬로우 웨스트,89.0,영상미가 뛰어나고 몰입하여 보게 되는 영화,1166,존 맥클린,,,,,코디 스밋 맥피,마이클 패스벤더,벤 멘델슨,,,,39,61,1,40,35,16,8
지금은맞고그때는틀리다,82.0,배우연기가 메소드급인 스트레스가 해소되는 영화,4688,홍상수,,,,,유준상,윤여정,최화정,김민희,,,35,65,0,44,38,13,5
더 비지트,71.0,배우연기가 메소드급인 오싹하게 무서운 영화,1472,M. 나이트 샤말란,,,,,캐서린 한,올리비아 더용,에드 옥슨볼드,피터 맥로비,,,47,53,6,41,31,16,5
바람계곡의 나우시카,97.0,스토리가 탄탄하고 몰입하여 보게 되는 영화,3150,미야자키 하야오,,,,,시마모토 스미,,,,,,46,54,5,39,25,17,10
나를 미치게 하는 여자,66.0,배우연기가 메소드급인 몰입하여 보게 되는 영화,708,주드 아패토우,,,,,에이미 슈머,빌 헤이더,,,,,28,72,0,50,35,10,5
더 게스트,61.0,배우연기가 메소드급인 오싹하게 무서운 영화,425,,,,,,로라 해링,레이첼 니콜스,,,,,46,54,1,50,24,15,10
온리 유,59.0,영상미가 뛰어나고 설렘이 가득한 영화,406,장하오,,,,,리아오 판,탕웨이,,,,,33,67,1,29,37,22,11
리그레션,39.0,배우연기가 메소드급인 오싹하게 무서운 영화,611,알레한드로 아메나바르,,,,,에단 호크,데본 보스틱,엠마 왓슨,아론 애쉬모어,데이빗 듈리스,,40,60,3,39,33,18,7
라이프,97.0,스토리가 탄탄하고 영감을 주는 영화,76,댄 코버트,,,,,제프 맥페트리지,소피아 코폴라,스파이크 존즈,,,,40,60,1,11,30,32,17
그림자,90.0,배우연기가 메소드급인 몰입하여 보게 되는 영화,2340,가이 리치,,,,,로버트 다우니 주니어,주드 로,,,,,47,53,5,43,30,22,0
돌연변이,63.0,배우연기가 메소드급인 몰입하여 보게 되는 영화,2598,권오광,,,,,이광수,박보영,이천희,,,,39,61,9,46,22,19,4
위아 유어 프렌즈,72.0,OST가 명곡인 몰입하여 보게 되는 영화,844,맥스 조셉,,,,,웨스 벤틀리,존 번탈,알렉스 샤퍼,실로 페르난데즈,,,43,57,0,47,30,16,7
빽 투 더 퓨쳐 2,93.0,스토리가 탄탄하고 감동적인 영화,1574,로버트 저메키스,,,,,크리스토퍼 로이드,마이클 J. 폭스,,,,,41,59,2,42,32,19,5
라임라이트,99.0,배우연기가 메소드급인 감동적인 영화,191,찰리 채플린,,,,,클레어 블룸,찰리 채플린,,,,,49,51,1,25,31,21,22
더 랍스터,91.0,스토리가 탄탄하고 몰입하여 보게 되는 영화,4151,요르고스 란티모스,,,,,존 C. 라일리,애슐리 젠슨,올리비아 콜맨,아리안 라베드,레이첼 와이즈,,33,67,0,45,34,13,8
라이엇 클럽,89.0,배우연기가 메소드급인 몰입하여 보게 되는 영화,358,론 쉐르픽,,,,,샘 클라플린,더글러스 부스,맥스 아이언스,,,,24,76,0,50,29,14,6
이스케이프,83.0,배우연기가 메소드급인 몰입하여 보게 되는 영화,4182,미카엘 하프스트롬,,,,,제임스 카비젤,아놀드 슈왈제네거,실베스터 스탤론,,,,54,46,1,39,35,18,7
아마데우스 감독판,96.0,배우연기가 메소드급인 감동적인 영화,907,밀로스 포만,,,,,톰 헐스,F.머레이 에이브래함,,,,,28,72,1,41,31,18,10
에이미,95.0,OST가 명곡인 몰입하여 보게 되는 영화,702,아시프 카파티아,,,,,피트 도허티,DJ 마크 론슨,에이미 와인하우스,,,,33,67,0,41,37,14,8
스파이 브릿지,90.0,배우연기가 메소드급인 오싹하게 무서운 영화,6567,스티븐 스필버그,,,,,오스틴 스토웰,마크 라이런스,톰 행크스,,,,52,48,1,32,32,22,13
미안해 사랑해 고마워,75.0,배우연기가 메소드급인 몰입하여 보게 되는 영화,937,전윤수,,,,,지진희,성유리,곽지혜,이계인,,,37,63,2,38,32,19,9
더 셰프,83.0,배우연기가 메소드급인 몰입하여 보게 되는 영화,5899,존 웰스,,,,,엠마 톰슨,오마 사이,시에나 밀러,브래들리 쿠퍼,,,41,59,2,43,31,16,7
생명,95.0,스토리가 탄탄하고 몰입하여 보게 되는 영화,542,박정오,,,,,안영미,최승훈,이소은,,,,33,67,0,3,66,29,2
공동경비구역 JSA,99.0,배우연기가 메소드급인 몰입하여 보게 되는 영화,727,박찬욱,,,,,이대연,기주봉,이한위,신하균,,,46,54,2,40,35,13,9
바닷마을 다이어리,98.0,영상미가 뛰어나고 감동적인 영화,5484,고레에다 히로카즈,,,,,키키 키린,나가사와 마사미,히로세 스즈,카세 료,,,34,66,1,36,37,17,9
프라이드,98.0,스토리가 탄탄하고 몰입하여 보게 되는 영화,858,매튜 워처스,,,,,앤드류 스캇,벤 슈네처,이멜다 스턴톤,빌 나이,도미닉 웨스트,,29,71,1,33,37,20,10
탠저린,93.0,배우연기가 메소드급인 몰입하여 보게 되는 영화,519,션 베이커,,,,,마이아 테일러,키타나 키키 로드리게즈,,,,,40,60,0,37,38,16,8
서클,81.0,배우연기가 메소드급인 몰입하여 보게 되는 영화,6696,제임스 폰솔트,,,,,카렌 길런,엠마 왓슨,톰 행크스,존 보예가,,,42,58,1,37,31,19,12
나의 노래는,96.0,OST가 명곡인 감동적인 영화,188,현진식,,,,,이순도,김지희,,,,,51,49,1,16,33,29,21
로렐,93.0,배우연기가 메소드급인 몰입하여 보게 되는 영화,347,피터 솔레트,,,,,줄리안 무어,마이클 섀넌,엘리엇 페이지,스티브 카렐,,,25,75,0,42,32,15,10
개구리왕국,81.0,스토리가 탄탄하고 몰입하여 보게 되는 영화,303,넬슨 신,,,,,,,,,,,35,65,1,4,63,31,2
눈꺼풀,84.0,감독연출가 훌륭하고 몰입하여 보게 되는 영화,135,오멸,,,,,이상희,강희,성민철,문석범,,,62,38,0,29,43,18,9
사우스포,85.0,배우연기가 메소드급인 감동적인 영화,2462,안톤 후쿠아,,,,,포레스트 휘태커,나오미 해리스,레이첼 맥아담스,제이크 질렌할,,,51,49,2,33,34,22,9
에고,93.0,스토리가 탄탄하고 몰입하여 보게 되는 영화,859,아시프 카파티아,,,,,클라우디아 빌라파네,펠레,디에고 마라도나,,,,56,44,1,20,39,26,14
크림슨 피크,69.0,영상미가 뛰어나고 몰입하여 보게 되는 영화,2964,기예르모 델 토로,,,,,톰 히들스턴,제시카 차스테인,미아 와시코브스카,,,,29,71,0,48,34,13,5
나이트 오브 컵스,46.0,영상미가 뛰어나고 몰입하여 보게 되는 영화,300,테렌스 맬릭,,,,,크리스찬 베일,나탈리 포트만,케이트 블란쳇,,,,39,61,1,40,37,14,8
도리화가,57.0,영상미가 뛰어나고 감동적인 영화,7342,이종필,,,,,류승룡,김남길,이동휘,배수지,,,35,65,4,41,28,18,8
자객 섭은낭,70.0,영상미가 뛰어나고 몰입하여 보게 되는 영화,927,허우 샤오시엔,,,,,츠마부키 사토시,서기,장첸,,,,50,50,1,25,38,22,14
스윗 프랑세즈,98.0,배우연기가 메소드급인 몰입하여 보게 되는 영화,667,사울 딥,,,,,마티아스 쇼에나에츠,미셸 윌리엄스,,,,,25,75,1,32,32,19,15
구스범스,84.0,배우연기가 메소드급인 몰입하여 보게 되는 영화,5517,롭 레터맨,,,,,딜런 미네트,오데야 러쉬,잭 블랙,,,,34,66,2,24,23,46,5
라 비 앙 로즈,97.0,배우연기가 메소드급인 몰입하여 보게 되는 영화,866,올리비에 다한,,,,,마리옹 꼬띠아르,,,,,,45,55,1,22,34,24,19
앱,67.0,배우연기가 메소드급인 몰입하여 보게 되는 영화,240,테리 존스,,,,,사이먼 페그,케이트 베킨세일,로빈 윌리엄스,,,,37,63,1,32,32,24,11
